# X-nullcline
0.0143665 1.5 1 
0.014391 1.485 1 

0.014391 1.485 1 
0.0144169 1.47 1 

0.0144169 1.47 1 
0.0144441 1.455 1 

0.0144441 1.455 1 
0.0144727 1.44 1 

0.0144727 1.44 1 
0.0145029 1.425 1 

0.0145029 1.425 1 
0.0145347 1.41 1 

0.0145347 1.41 1 
0.0145682 1.395 1 

0.0145682 1.395 1 
0.0146036 1.38 1 

0.0146036 1.38 1 
0.014641 1.365 1 

0.014641 1.365 1 
0.0146805 1.35 1 

0.0146805 1.35 1 
0.0147222 1.335 1 

0.0147222 1.335 1 
0.0147663 1.32 1 

0.0147663 1.32 1 
0.0148131 1.305 1 

0.0148131 1.305 1 
0.0148625 1.29 1 

0.0148625 1.29 1 
0.014915 1.275 1 

0.014915 1.275 1 
0.0149706 1.26 1 

0.0149706 1.26 1 
0.0150296 1.245 1 

0.0150296 1.245 1 
0.0150922 1.23 1 

0.0150922 1.23 1 
0.0151587 1.215 1 

0.0151587 1.215 1 
0.0152295 1.2 1 

0.0152295 1.2 1 
0.0153048 1.185 1 

0.0153048 1.185 1 
0.0153849 1.17 1 

0.0153849 1.17 1 
0.0154704 1.155 1 

0.0154704 1.155 1 
0.0155615 1.14 1 

0.0155615 1.14 1 
0.0156587 1.125 1 

0.0156587 1.125 1 
0.0157625 1.11 1 

0.0157625 1.11 1 
0.0158735 1.095 1 

0.0158735 1.095 1 
0.0159923 1.08 1 

0.0159923 1.08 1 
0.0161194 1.065 1 

0.0161194 1.065 1 
0.0162557 1.05 1 

0.0162557 1.05 1 
0.0164019 1.035 1 

0.0164019 1.035 1 
0.0165588 1.02 1 

0.0165588 1.02 1 
0.0167275 1.005 1 

0.0167275 1.005 1 
0.0169089 0.99 1 

0.0169089 0.99 1 
0.0171042 0.975 1 

0.0171042 0.975 1 
0.0173148 0.96 1 

0.0173148 0.96 1 
0.0175419 0.945 1 

0.0175419 0.945 1 
0.0177873 0.93 1 

0.0177873 0.93 1 
0.0180525 0.915 1 

0.0180525 0.915 1 
0.0183397 0.9 1 

0.0183397 0.9 1 
0.0186507 0.885 1 

0.0186507 0.885 1 
0.0189882 0.87 1 

0.0189882 0.87 1 
0.0193547 0.855 1 

0.0193547 0.855 1 
0.0197532 0.84 1 

0.0197532 0.84 1 
0.02 0.831385 1 

0.0201903 0.825 1 
0.02 0.831385 1 

0.0201903 0.825 1 
0.0206716 0.81 1 

0.0206716 0.81 1 
0.0211968 0.795 1 

0.0211968 0.795 1 
0.0217704 0.78 1 

0.0217704 0.78 1 
0.0223979 0.765 1 

0.0223979 0.765 1 
0.0230851 0.75 1 

0.0230851 0.75 1 
0.0238385 0.735 1 

0.0238385 0.735 1 
0.0246657 0.72 1 

0.0246657 0.72 1 
0.0255749 0.705 1 

0.0255749 0.705 1 
0.0265754 0.69 1 

0.0265754 0.69 1 
0.0276777 0.675 1 

0.0276777 0.675 1 
0.0288935 0.66 1 

0.0288935 0.66 1 
0.03 0.64754 1 

0.03024 0.645 1 
0.03 0.64754 1 

0.03024 0.645 1 
0.0317487 0.63 1 

0.0317487 0.63 1 
0.0334174 0.615 1 

0.0334174 0.615 1 
0.0352642 0.6 1 

0.0352642 0.6 1 
0.0373094 0.585 1 

0.0373094 0.585 1 
0.0395753 0.57 1 

0.0395753 0.57 1 
0.04 0.567333 1 

0.0421193 0.555 1 
0.04 0.567333 1 

0.0421193 0.555 1 
0.0449445 0.54 1 

0.0449445 0.54 1 
0.0480723 0.525 1 

0.0480723 0.525 1 
0.05 0.516392 1 

0.0515549 0.51 1 
0.05 0.516392 1 

0.0515549 0.51 1 
