# X-nullcline
0.311553 1.5 1 
0.311545 1.485 1 

0.311545 1.485 1 
0.311536 1.47 1 

0.311536 1.47 1 
0.311528 1.455 1 

0.311528 1.455 1 
0.311519 1.44 1 

0.311519 1.44 1 
0.31151 1.425 1 

0.31151 1.425 1 
0.311501 1.41 1 

0.311501 1.41 1 
0.311491 1.395 1 

0.311491 1.395 1 
0.311482 1.38 1 

0.311482 1.38 1 
0.311471 1.365 1 

0.311471 1.365 1 
0.311461 1.35 1 

0.311461 1.35 1 
0.31145 1.335 1 

0.31145 1.335 1 
0.311439 1.32 1 

0.311439 1.32 1 
0.311427 1.305 1 

0.311427 1.305 1 
0.311415 1.29 1 

0.311415 1.29 1 
0.311402 1.275 1 

0.311402 1.275 1 
0.311389 1.26 1 

0.311389 1.26 1 
0.311376 1.245 1 

0.311376 1.245 1 
0.311362 1.23 1 

0.311362 1.23 1 
0.311348 1.215 1 

0.311348 1.215 1 
0.311333 1.2 1 

0.311333 1.2 1 
0.311317 1.185 1 

0.311317 1.185 1 
0.311301 1.17 1 

0.311301 1.17 1 
0.311284 1.155 1 

0.311284 1.155 1 
0.311267 1.14 1 

0.311267 1.14 1 
0.311249 1.125 1 

0.311249 1.125 1 
0.31123 1.11 1 

0.31123 1.11 1 
0.311211 1.095 1 

0.311211 1.095 1 
0.31119 1.08 1 

0.31119 1.08 1 
0.311169 1.065 1 

0.311169 1.065 1 
0.311147 1.05 1 

0.311147 1.05 1 
0.311124 1.035 1 

0.311124 1.035 1 
0.311099 1.02 1 

0.311099 1.02 1 
0.311074 1.005 1 

0.311074 1.005 1 
0.311048 0.99 1 

0.311048 0.99 1 
0.31102 0.975 1 

0.31102 0.975 1 
0.310991 0.96 1 

0.310991 0.96 1 
0.310961 0.945 1 

0.310961 0.945 1 
0.310929 0.93 1 

0.310929 0.93 1 
0.310896 0.915 1 

0.310896 0.915 1 
0.310861 0.9 1 

0.310861 0.9 1 
0.310825 0.885 1 

0.310825 0.885 1 
0.310786 0.87 1 

0.310786 0.87 1 
0.310746 0.855 1 

0.310746 0.855 1 
0.310703 0.84 1 

0.310703 0.84 1 
0.310658 0.825 1 

0.310658 0.825 1 
0.310611 0.81 1 

0.310611 0.81 1 
0.31056 0.795 1 

0.31056 0.795 1 
0.310507 0.78 1 

0.310507 0.78 1 
0.310451 0.765 1 

0.310451 0.765 1 
0.310392 0.75 1 

0.310392 0.75 1 
0.310329 0.735 1 

0.310329 0.735 1 
0.310262 0.72 1 

0.310262 0.72 1 
0.310191 0.705 1 

0.310191 0.705 1 
0.310115 0.69 1 

0.310115 0.69 1 
0.310035 0.675 1 

0.31 0.668937 1 
0.309949 0.66 1 

0.310035 0.675 1 
0.31 0.668937 1 

0.309949 0.66 1 
0.309857 0.645 1 

0.309857 0.645 1 
0.309759 0.63 1 

0.309759 0.63 1 
0.309653 0.615 1 

0.309653 0.615 1 
0.30954 0.6 1 

0.30954 0.6 1 
0.309419 0.585 1 

0.309419 0.585 1 
0.309288 0.57 1 

0.309288 0.57 1 
0.309147 0.555 1 

0.309147 0.555 1 
0.308994 0.54 1 

0.308994 0.54 1 
0.308829 0.525 1 

0.308829 0.525 1 
0.308649 0.51 1 

0.308649 0.51 1 
0.308454 0.495 1 

0.308454 0.495 1 
0.308241 0.48 1 

0.308241 0.48 1 
0.308008 0.465 1 

0.308008 0.465 1 
0.307753 0.45 1 

0.307753 0.45 1 
0.307473 0.435 1 

0.307473 0.435 1 
0.307164 0.42 1 

0.307164 0.42 1 
0.306823 0.405 1 

0.306823 0.405 1 
0.306445 0.39 1 

0.306445 0.39 1 
0.306024 0.375 1 

0.306024 0.375 1 
0.305554 0.36 1 

0.305554 0.36 1 
0.305028 0.345 1 

0.305028 0.345 1 
0.304435 0.33 1 

0.304435 0.33 1 
0.303766 0.315 1 

0.303766 0.315 1 
0.303007 0.3 1 

0.303007 0.3 1 
0.30214 0.285 1 

0.30214 0.285 1 
0.301148 0.27 1 

0.301148 0.27 1 
0.300004 0.255 1 

0.3 0.254954 1 
0.29868 0.24 1 

0.300004 0.255 1 
0.3 0.254954 1 

0.29868 0.24 1 
0.297138 0.225 1 

0.297138 0.225 1 
0.295331 0.21 1 

0.295331 0.21 1 
0.2932 0.195 1 

0.2932 0.195 1 
0.290674 0.18 1 

0.29 0.176637 1 
0.287665 0.165 1 

0.290674 0.18 1 
0.29 0.176637 1 

0.287665 0.165 1 
0.284062 0.15 1 

0.28 0.135911 1 
0.279737 0.135 1 

0.284062 0.15 1 
0.28 0.135911 1 

0.279737 0.135 1 
0.274547 0.12 1 

0.27 0.108988 1 
0.268346 0.105 1 

0.274547 0.12 1 
0.27 0.108988 1 

0.268346 0.105 1 
0.261027 0.09 1 

0.26 0.0881636 1 
0.252593 0.075 1 

0.261027 0.09 1 
0.26 0.0881636 1 

0.25 0.0708025 1 
0.243281 0.06 1 

0.252593 0.075 1 
0.25 0.0708025 1 

0.24 0.0548229 1 
0.233729 0.045 1 

0.243281 0.06 1 
0.24 0.0548229 1 

0.23 0.0384989 1 
0.225092 0.03 1 

0.233729 0.045 1 
0.23 0.0384989 1 

0.22 0.0176076 1 
0.218923 0.015 1 

0.225092 0.03 1 
0.22 0.0176076 1 


# Y-nullcline
0.41 1.48728 2 
0.409381 1.485 2 

0.413549 1.5 2 
0.41 1.48728 2 

0.409381 1.485 2 
0.40531 1.47 2 

0.40531 1.47 2 
0.401249 1.455 2 

0.4 1.45037 2 
0.397268 1.44 2 

0.401249 1.455 2 
0.4 1.45037 2 

0.397268 1.44 2 
0.393329 1.425 2 

0.39 1.41228 2 
0.389417 1.41 2 

0.393329 1.425 2 
0.39 1.41228 2 

0.389417 1.41 2 
0.3856 1.395 2 

0.3856 1.395 2 
0.381795 1.38 2 

0.38 1.37289 2 
0.378054 1.365 2 

0.381795 1.38 2 
0.38 1.37289 2 

0.378054 1.365 2 
0.374371 1.35 2 

0.374371 1.35 2 
0.370701 1.335 2 

0.37 1.33212 2 
0.367121 1.32 2 

0.370701 1.335 2 
0.37 1.33212 2 

0.367121 1.32 2 
0.363573 1.305 2 

0.363573 1.305 2 
0.36004 1.29 2 

0.36 1.28983 2 
0.356612 1.275 2 

0.36004 1.29 2 
0.36 1.28983 2 

0.356612 1.275 2 
0.353201 1.26 2 

0.35 1.24585 2 
0.349811 1.245 2 

0.353201 1.26 2 
0.35 1.24585 2 

0.349811 1.245 2 
0.346521 1.23 2 

0.346521 1.23 2 
0.343248 1.215 2 

0.34 1.20003 2 
0.339994 1.2 2 

0.343248 1.215 2 
0.34 1.20003 2 

0.339994 1.2 2 
0.336842 1.185 2 

0.336842 1.185 2 
0.333708 1.17 2 

0.333708 1.17 2 
0.330595 1.155 2 

0.33 1.15211 2 
0.327567 1.14 2 

0.330595 1.155 2 
0.33 1.15211 2 

0.327567 1.14 2 
0.324576 1.125 2 

0.324576 1.125 2 
0.321606 1.11 2 

0.32 1.10182 2 
0.318694 1.095 2 

0.321606 1.11 2 
0.32 1.10182 2 

0.318694 1.095 2 
0.315845 1.08 2 

0.315845 1.08 2 
0.313021 1.065 2 

0.313021 1.065 2 
0.310221 1.05 2 

0.31 1.04881 2 
0.307512 1.035 2 

0.310221 1.05 2 
0.31 1.04881 2 

0.307512 1.035 2 
0.304835 1.02 2 

0.304835 1.02 2 
0.302184 1.005 2 

0.3 0.992508 2 
0.299572 0.99 2 

0.302184 1.005 2 
0.3 0.992508 2 

0.299572 0.99 2 
0.297044 0.975 2 

0.297044 0.975 2 
0.294545 0.96 2 

0.294545 0.96 2 
0.292076 0.945 2 

0.29 0.932223 2 
0.289647 0.93 2 

0.292076 0.945 2 
0.29 0.932223 2 

0.289647 0.93 2 
0.287303 0.915 2 

0.287303 0.915 2 
0.284991 0.9 2 

0.284991 0.9 2 
0.282712 0.885 2 

0.282712 0.885 2 
0.280468 0.87 2 

0.28 0.866812 2 
0.278304 0.855 2 

0.280468 0.87 2 
0.28 0.866812 2 

0.278304 0.855 2 
0.276189 0.84 2 

0.276189 0.84 2 
0.274112 0.825 2 

0.274112 0.825 2 
0.272073 0.81 2 

0.272073 0.81 2 
0.270075 0.795 2 

0.27 0.794424 2 
0.268167 0.78 2 

0.270075 0.795 2 
0.27 0.794424 2 

0.268167 0.78 2 
0.266303 0.765 2 

0.266303 0.765 2 
0.264483 0.75 2 

0.264483 0.75 2 
0.262709 0.735 2 

0.262709 0.735 2 
0.260983 0.72 2 

0.26 0.71118 2 
0.259324 0.705 2 

0.260983 0.72 2 
0.26 0.71118 2 

0.259324 0.705 2 
0.257741 0.69 2 

0.257741 0.69 2 
0.25621 0.675 2 

0.25621 0.675 2 
0.254733 0.66 2 

0.254733 0.66 2 
0.253313 0.645 2 

0.253313 0.645 2 
0.251953 0.63 2 

